Id,avg_high_min
1503960366,41.47540983606557
1624580081,5.112903225806452
1644430081,10.216666666666667
1844505072,0.4032258064516129
1927972279,14.85483870967742
2022484408,43.274193548387096
2026352035,0.04838709677419355
2320127002,0.8548387096774194
2347167796,15.285714285714286
2873212765,11.725806451612904
2891001357,0
3372868164,10.06
3977333714,11.85
4020332650,4.693548387096774
4057192912,1.2285714285714286
4319703577,4.220338983050848
4388161847,23.161290322580644
4445114986,6.048387096774194
4558609924,6.435483870967742
4702921684,4.645161290322581
5553957443,18.951612903225808
5577150313,84.65573770491804
6117666160,3.263157894736842
6290855005,4.84
6391747486,1.5862068965517242
6775888955,15.272727272727273
6962181067,25.274193548387096
7007744171,34.771929824561404
7086361926,30.403225806451612
8053475328,84.16129032258064
8253242879,9.387755102040817
8378563200,52.645161290322584
8583815059,5.689655172413793
8792009665,0.8813559322033898
8877689391,67.24193548387096
